reference,student,label
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know it is west because the sunrise in the east and the shadow is longer.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",The shadow is facing the east and in the afternoon the sun is shining west so the shadow is east.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because of the way the sun is showing.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","I knew which direction west was because in the plaza it shows all the shadows facing one way and the sun makes shadows face the opposite directions of the object, and I knew that in the afternoon the sun is in the north so it must be west above.",contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew which direction was west because in the afternoon the sun is coming from the east.,contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew it because west is where the sun is most of the time.,contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the drawing looked like the early morning of the day and I knew that the sun rises in the east and sets in the west.,contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",Because the sun would probably be northwest for the shadow to face southeast.,correct
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know that north is forward and west is your left.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",When earth moves then the shadow will be in the west because by then the sun will be setting.,contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","West is always on your left, after that it is east.",incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I know which direction was west is because a shadow facing west.,contradictory
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.",I knew where west is because I looked at the shadow.,incorrect
"In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.","I knew which direction was west because in class, I learned that no matter what way you are facing, west is always on the left side.",incorrect
The tree blocks the light from the Sun.,If it show on south east the shadow will be facing north east.,incorrect
The tree blocks the light from the Sun.,"In the early afternoon it would look point, north east.",incorrect
The tree blocks the light from the Sun.,The tree has a shadow because the tree blocked the sun from hitting the ground.,correct
The tree blocks the light from the Sun.,"There is a shadow there because the sun is behind it and light cannot go through solid objects. Note, I think that question was kind of dumb.",correct
The tree blocks the light from the Sun.,Because the sun is over it.,incorrect
The tree blocks the light from the Sun.,Because the tree is of front.,incorrect
The tree blocks the light from the Sun.,Because the sun hits the tree with light and part of the tree is breaking it creates a shadow.,correct
The tree blocks the light from the Sun.,Because everything has a shadow and because of the sun.,incorrect
The tree blocks the light from the Sun.,The sun goes over us and we go around.,incorrect
The tree blocks the light from the Sun.,So it could look like a shadow to us.,incorrect
The tree blocks the light from the Sun.,Because the sun is hitting the tree and it is making a shadow.,incorrect
The tree blocks the light from the Sun.,Because the sun is up.,incorrect
The tree blocks the light from the Sun.,The object of the shadow is blocking light so there would be a shadow.,incorrect
The tree blocks the light from the Sun.,"Because the sun is hitting at an object, and making a shadow.",correct
The tree blocks the light from the Sun.,The tree is blocking the sun rays.,correct
The tree blocks the light from the Sun.,Because the sun is on the east part and the trees block the sun.,correct
The tree blocks the light from the Sun.,Because it is an object and it covers part of the sun's brightness.,incorrect
The tree blocks the light from the Sun.,Because when an opaque object stands in the way of light the shadow is what replaces the light that should have been there.,incorrect
The tree blocks the light from the Sun.,Because the tree is in the sun's way so it will cast off a shadow.,correct
The tree blocks the light from the Sun.,Because it either has the light on it or some kind of light on it.,incorrect
The tree blocks the light from the Sun.,"The tree in this picture has a shadow because the tree is something that can be reflected to the ground by the sun, and in this picture, the sun is out.",incorrect
The tree blocks the light from the Sun.,It has a shadow because the sun is facing one part of the tree and the dark part of the tree becomes a shadow.,incorrect
The tree blocks the light from the Sun.,The tree in the picture below has a shadow because the light hits the object and why there a shadow is because the light is being blocked off from front on back of the object.,incorrect
The tree blocks the light from the Sun.,Because the sun is going on it and it is blocking the light.,correct
The tree blocks the light from the Sun.,"Because when a substance of an object blocks light, it creates a shadow.",incorrect
The tree blocks the light from the Sun.,Because the tree is blocking the sunshine.,correct
The tree blocks the light from the Sun.,Because the tree is an object that is blocking the light.,incorrect
The tree blocks the light from the Sun.,Because it blocks the light source that is trying to get through.,correct
The tree blocks the light from the Sun.,Because the sun is up.,incorrect
The tree blocks the light from the Sun.,Because the sun is behind the tree and the shadow is in front of it.,incorrect
The tree blocks the light from the Sun.,The tree has a shadow because there is a sun.,incorrect
The tree blocks the light from the Sun.,The tree has a shadow because it is an object that block a light.,incorrect
The tree blocks the light from the Sun.,The tree shown in the picture has a shadow because tree blocked the light of the sun.,correct
The tree blocks the light from the Sun.,It has a shadow because the tree is blocking the light from getting away.,incorrect
The tree blocks the light from the Sun.,The tree is an object blocking the sun so it has a shadow.,correct
The tree blocks the light from the Sun.,The tree has a shadow because it is blocking the sun's light.,correct
A heat sink is any material that absorbs (a lot of) heat.,The cement is heat sink and the wood is heat sink.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,Something that could hold energy.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is an object that can attract heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,Heat sink is anything that gets or contains heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,It is when the sun absorbs the water from the sand.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that traps heat in. Like water it heats up and traps the heat to make boiling water.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a temperature the water heats up very slowly.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A heat sink heats up slowly and cools down slowly.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a material that can hold a lot of heats. Heat sink heats up materials.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is water that heats up more slowly and cools down more slowly than earth dry materials.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,When the temperature in the thermometer goes down or decreases.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,Something that absorbs heat and loses heat slow like water.,correct
A heat sink is any material that absorbs (a lot of) heat.,It is something like dry soil.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is an earth material that takes energy and releases it slowly.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,It is an earth material that absorbs energy slowly and releases it slowly.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is an earth material that absorbs energy slowly and releases it slowly.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,It is a material that decreases heat such as water.,correct
A heat sink is any material that absorbs (a lot of) heat.,When the temperature drops.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,When the heat starts to go down.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,It is a material that may lower heat.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,When the temperature drops.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that absorbs sunlight quickly. Water is the best heat sink.,correct
A heat sink is any material that absorbs (a lot of) heat.,Heat sink is when the temperature drops.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is when a temperature goes up just a little or down a little.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is material that takes in more heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,Something that can absorb heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,A substance that can take in and give off heat.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that absorbs heat and gives it off slowly.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a material that heats up slowly and cools down slowly.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is when a material heats up slowly but stays warmer longer when cooling off.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is a heat that is wet.,contradictory
A heat sink is any material that absorbs (a lot of) heat.,A material that slows down another.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something takes long to cool down and get hot.,correct
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that takes water to absorb.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is not a thing like water.,incorrect
A heat sink is any material that absorbs (a lot of) heat.,A heat sink is water because it absorb the slowly and it lets go slowly.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because there is a 10 centimeters on the graph and put 10 centimeters with one and it will change because it is bigger and more space to store more heat.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",It made me think but I had to choose 6 degrees Celsius. I picked between 3 and 9.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I just went halfway into 3 and 9 which were the 10 and 30 centimeters temperature at 10 minutes. But since 20 centimeters was 10 centimeters away from 20 and 30 so I went halfway into 3 and 9 and it was 6 because 6 is 3 spaces away from 3 and 9.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",It will have the same materials like the other containers.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I used subtracting the B from A.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",10 Celsius because I will think it would be much in the middle of 10 centimeters and 30 centimeters so that is why I picked 10 Celsius.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because X 10 minute with 2 Y.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I think that it would be 10 Celsius that is changed.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because on 10 centimeters is 3 and on 30 centimeters is 9 so in the middle of it is 6.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",By using the graph it is saying that 12 Celsius is in the middle.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because 20 centimeters is in the middle 10 centimeters and 30 centimeters so I guessed in between.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",If the container is 20 centimeters in width the temperature should be between the 10 centimeters container and the 30 centimeters container.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.","I think the temperature for the new container is smaller, because one is smaller.",incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I think it would be 10 Celsius because it will take the container less time to get hot.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",The new container would be in the middle of A and B. The temperature would have to be something in between 3 Celsius and 9 Celsius.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Change the container ever 20 minutes.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",It will change because it could be it could change different places.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I just times it by how it is or just the way it is.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because it went by 3 and that is why I pick that number.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Is by the between of 3 Celsius and 9 Celsius 6 Celsius so I looked at 10 and that is how I decided.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because I looked at my graph to tell what it would be.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because I looked at 10 centimeters and looked at 10 minutes and then I thought what was half of 3 and that is how I got my answer.,contradictory
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.","I chose 6 Celsius because you would be counting by 3's if there was a 20 centimeters long, because the length of each container was counting by 10's.",correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.","I decided it by saying to myself, Well 20 centimeters is in between 10 centimeters and 30 centimeters so I will make the temperature in between.",correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.","Well, 20 centimeters long is in between water heaters A and B, so I looked at their heating temperature between the 2 at 10 minutes then I would estimate what that middle number would be. And it is 6 Celsius.",correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I added A and B 10 minutes and divided the sum by 2 and got the average.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I decided that temperature because a 20 centimeters water heater would probably half of what it is.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because table is going in a pattern on the 10 minute mark.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because if you think of it it will be what you are looking for.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I decided it would be 6 Celsius for 10 minutes because it is counting by 3's. Also because the bigger it gets the hotter it would be.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because it has the size between 10 centimeters and 3 centimeters and if you look at the table the temperature should be the middle.,correct
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",The one that is 20 centimeters longer will not get as hot. Because it is longer. Because the longer it is the more time it takes.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I decided what the temperature was going to be because if you look at 10 minutes it will look like its going up by 3's.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I decide that the temperature is going to be less.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",It would be less because it will be smaller than the other solar heater except the 10 centimeters one.,incorrect
"20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",I think the new temperature change would be 6 because I look at it it looks like it adding by 3 so that I would think would be the temperature change.,incorrect
Water heats up faster when covered.,The blue covered was very hot.,correct
Water heats up faster when covered.,"That they both are at 5, 10, 15, 20.",incorrect
Water heats up faster when covered.,The covered one get hotter than the uncovered ones.,correct
Water heats up faster when covered.,It tells about using the solar water heater on the data chart.,incorrect
Water heats up faster when covered.,The one is that are cover they heat up more sun and it gets hotter.,correct
Water heats up faster when covered.,That covered sometimes gets the hottest.,correct
Water heats up faster when covered.,"That the sun absorbs more heat, with dark colors.",incorrect
Water heats up faster when covered.,Is that covered is more lighter.,incorrect
Water heats up faster when covered.,That by being covered the colors attract more heat.,correct
Water heats up faster when covered.,Blue was the darkest color and it was covered and that is how it got hotter.,correct
Water heats up faster when covered.,That the cover absorbs more heat.,correct
Water heats up faster when covered.,It absorbs more heat.,correct
Water heats up faster when covered.,It tells if you use a cover it gets hotter than not using a cover.,correct
Water heats up faster when covered.,It tells me because they are air in different position. And they are more longer than covered.,incorrect
Water heats up faster when covered.,When you cover the container you get more heat than uncovered.,correct
Water heats up faster when covered.,The blue covered have more time than red covered.,incorrect
Water heats up faster when covered.,How the temperature goes upward down.,contradictory
Water heats up faster when covered.,With a cover it does make it warmer but I think it depends on what color is underneath it.,correct
Water heats up faster when covered.,If something is covered with a dark color it will receive more heat from the sun and the heat will stay in.,correct
Water heats up faster when covered.,That the solar heat is getting hotter. And that it is up to about 20 minute almost to 25.,incorrect
Water heats up faster when covered.,Because it goes to the side and all different ways.,incorrect
Water heats up faster when covered.,That it will heat up faster than uncovered would.,correct
Water heats up faster when covered.,Heats up faster.,correct
Water heats up faster when covered.,Covering keeps the heat inside the container.,incorrect
Water heats up faster when covered.,It heats up faster.,correct
Water heats up faster when covered.,It tells me that if you use a cover the water will heat.,incorrect
Water heats up faster when covered.,It tells you that using a cover can make the water hotter because it is trap.,correct
Water heats up faster when covered.,It tells you that it will heat up faster.,correct
Water heats up faster when covered.,It the solar water heater has a cover it is going to get hotter.,correct
Water heats up faster when covered.,It gets hot faster with covered because when water starts to get hot no air comes in it starts to get hotter.,correct
Water heats up faster when covered.,It will kept on raising and raising.,incorrect
Water heats up faster when covered.,"It tells me if you put a red uncovered it will not heat as much, If you put a red covered it will heat more than the red uncovered.",correct
Water heats up faster when covered.,The graph show that using a cover heats up the water on absorbs heat faster than without a cover because if it has a cover the breeze will not blow away the heat of the surface of the water.,correct
Water heats up faster when covered.,That the blue covered one is the hottest and the red uncovered one is the coldest.,contradictory
Water heats up faster when covered.,By saying that the covered one get more hotter and the darker it is it is going to end up hot.,correct
Water heats up faster when covered.,The graph tells us that the blue covered will get hotter because with the lid it got much more hotter.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue is very attracted to the heat whether it is covered or not. Red is not attracted.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue will get hotter because it is a dark color and red is not.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue absorbs most of the sun and red did not absorb most of the sun.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That blue it is more dark than red.,incorrect
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue covered got hotter and in the same amount of time than the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue versus are warmer than red versus.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue is more darker so it absorbs more heat and that is why it is bigger.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It warms better.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That the blue will heat up faster than the red because the blue is darker.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Because the blue uncovered and the red covered is like the same like the blue uncovered.,incorrect
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That the blue might be darker than the red.,incorrect
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Because blue uncovered does not attract that much heat like the red one does.,contradictory
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,"The blue collects more heat, because it is more darker than red.",correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue color is kind of a color black and darker than red so that why the blue heat more than the red one.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue gets hotter than the red maybe because the blue is darker than the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue gathers more heat than the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue heats water better.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It is more better than using other colors.,incorrect
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,If a color is dark it will heat up more than a light one so blue was dark red was light.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That heat up more fast than other.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It tells me that the blue is winning and not the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,"The blue heats up more than the red by just a little bit, so that tells the blue collects more solar energy.",correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That blue is really high and that the red does not cover nothing so that means he is last.,incorrect
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Blue absorb more heat than the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That blue must be darker soil will absorb more than the red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The blue collectors had the highest effect it heated the most and the fastest.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,"The graph tells me that blue will heat up faster than red, probably because blue is darker, which attracts heat faster.",correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It tells me that blue heats the water more.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It tells me that the blue collectors heat up faster than the blue collectors.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The effect of using a blue cover can heat it up faster than red. Blue is also darker than red.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,"Since red is lighter color it does not absorb much like white, but blue is darker so it is a little like black.",correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,The graph tells that the blue covered collected more heat than the red covered.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Using blue collectors heat up quicker than red collectors.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,Tells me that blue covered and uncovered is hotter than red cover and uncovered.,correct
Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,That the blue heats more than the red.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",More than one manipulated variable.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It has too many manipulated variables it could not give the same information.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",I think red reflected the heat away.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Maybe because they are each different types.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because one is covered and the other is not covered.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because they are different colors.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",I think it is covered more than the red one. And put does too color because is almost the same.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because the red uncovered get colder and the blue get hotter.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It would not be useful because red is uncovered and blue is covered and it is not fair.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",I think that the red covered was not in the sun.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.","It will not be useful, because blue is covered and the heat will be trap and red is not. So all the heat will escape from the red uncover. The red uncover will heat up slow. But blue will heat up fast.",correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.","Maybe the blue uncovered would be the same as the red or not, just to make sure.",correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because you would not know the readings of blue uncovered and red covered.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because both of them are different one is uncovered and another is covered.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because it will just be in the middle of hot and cold.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because you do not have enough information to compare the data.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because it is only 2 colors.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because the red uncovered has a low temperature and blue covered has a high temperature.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because if they are different color and covered and uncovered you would get way different data.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",The red does not heat up fast as the blue covered.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It would not provide useful information because you would not know if either red covered or blue covered absorbed most heat or if red uncovered or blue uncovered absorbed most heat.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It will not be only little information and also there is not test of red covered and blue uncovered.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It would not provide useful information because you would also need to know how much the blue heated up covered to.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.","Because then you would not know if the red covered or the blue uncovered heated up as much as the others. Because even though they are the same color the water is in a different environment. So, it would not provide useful information.",correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because then you would not be controlling the variables.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because it did not use all the colors so they could not find out what one heated up more.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because they have 2 variables changed lid or no lid and color are the 2 they changed.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",It would not tell the difference if blue is warmer the red or uncover heat up slower than cover.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because you are comparing 2 thing and it would not make any sense because you know black heats faster than white.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because they are the same temperature.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",I chose that because when the plastic is darker it will heat faster than a light color.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",That will not not provide useful information because you would only know blue covered red uncovered.,correct
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because red uncovered is smaller than the blue covered heater.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Uncovered versus covered would not help but both of each would.,incorrect
"When 2 variables are changed, it is impossible to determine which variable is causing what effect.",Because they are both covered.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Why I chose the dark green sheeting was because the darker color absorbs heat.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,It is darker and it will probably heat faster.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,Because dark green is a dark color like black that way dark green absorbs more heat.,correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,"Because if you put dark green, it will absorb the heat from the sun fast, because it is a dark color.",correct
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,She should use the dark green because it will absorb more heat.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,When they put a piece of plastic bag on the bottom it will heat up a little bit.,incorrect
Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.,The darker the color the faster it would heat up.,incorrect
